model,url,num_classes,input_size,pool_size,crop_pct,interpolation,mean,std,first_conv,classifier,has_aux,label_offset,architecture,min_input_size,fixed_input_size,test_input_size,hf_hub
rexnet_130,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-rexnet/rexnetv1_130-590d768e.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",stem.conv,head.fc,,,rexnet_130,,,,
rexnet_150,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-rexnet/rexnetv1_150-bd1a6aa8.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",stem.conv,head.fc,,,rexnet_150,,,,
rexnet_200,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-rexnet/rexnetv1_200-8c0b7f2d.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",stem.conv,head.fc,,,rexnet_200,,,,
rexnetr_100,,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",stem.conv,head.fc,,,rexnetr_100,,,,
rexnetr_130,,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",stem.conv,head.fc,,,rexnetr_130,,,,
rexnetr_150,,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",stem.conv,head.fc,,,rexnetr_150,,,,
rexnetr_200,,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",stem.conv,head.fc,,,rexnetr_200,,,,
selecsls42,,1000,"(3, 224, 224)","(4, 4)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",stem.0,fc,,,selecsls42,,,,
selecsls42b,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-selecsls/selecsls42b-8af30141.pth,1000,"(3, 224, 224)","(4, 4)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",stem.0,fc,,,selecsls42b,,,,
selecsls60,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-selecsls/selecsls60-bbf87526.pth,1000,"(3, 224, 224)","(4, 4)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",stem.0,fc,,,selecsls60,,,,
selecsls60b,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-selecsls/selecsls60b-94e619b5.pth,1000,"(3, 224, 224)","(4, 4)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",stem.0,fc,,,selecsls60b,,,,
selecsls84,,1000,"(3, 224, 224)","(4, 4)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",stem.0,fc,,,selecsls84,,,,
semnasnet_050,,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv_stem,classifier,,,semnasnet_050,,,,
semnasnet_075,,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv_stem,classifier,,,semnasnet_075,,,,
semnasnet_100,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/mnasnet_a1-d9418771.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv_stem,classifier,,,semnasnet_100,,,,
semnasnet_140,,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv_stem,classifier,,,semnasnet_140,,,,
senet154,,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv1.0,fc,,,senet154,,,,
seresnet18,,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv1,fc,,,seresnet18,,,,
seresnet34,,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv1,fc,,,seresnet34,,,,
seresnet50,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/seresnet50_ra_224-8efdb4bb.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv1,fc,,,seresnet50,,,,
seresnet50t,,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv1.0,fc,,,seresnet50t,,,,
seresnet101,,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv1,fc,,,seresnet101,,,,
seresnet152,,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv1,fc,,,seresnet152,,,,
seresnet152d,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/seresnet152d_ra2-04464dd2.pth,1000,"(3, 256, 256)","(8, 8)",1.0,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv1.0,fc,,,seresnet152d,,,"(3, 320, 320)",
seresnet200d,,1000,"(3, 256, 256)","(8, 8)",0.94,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv1.0,fc,,,seresnet200d,,,,
seresnet269d,,1000,"(3, 256, 256)","(8, 8)",0.94,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv1.0,fc,,,seresnet269d,,,,
seresnext26d_32x4d,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/seresnext26d_32x4d-80fa48a3.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv1.0,fc,,,seresnext26d_32x4d,,,,
seresnext26t_32x4d,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/seresnext26tn_32x4d-569cb627.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv1.0,fc,,,seresnext26t_32x4d,,,,
seresnext26tn_32x4d,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/seresnext26tn_32x4d-569cb627.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv1.0,fc,,,seresnext26t_32x4d,,,,
seresnext50_32x4d,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/seresnext50_32x4d_racm-a304a460.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv1,fc,,,seresnext50_32x4d,,,,
seresnext101_32x4d,,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv1,fc,,,seresnext101_32x4d,,,,
seresnext101_32x8d,,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv1,fc,,,seresnext101_32x8d,,,,
skresnet18,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/skresnet18_ra-4eec2804.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv1,fc,,,skresnet18,,,,
skresnet34,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/skresnet34_ra-bdc0ccde.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv1,fc,,,skresnet34,,,,
skresnet50,,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv1,fc,,,skresnet50,,,,
skresnet50d,,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv1.0,fc,,,skresnet50d,,,,
skresnext50_32x4d,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/skresnext50_ra-f40e40bf.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv1,fc,,,skresnext50_32x4d,,,,
spnasnet_100,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/spnasnet_100-048bc3f4.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bilinear,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv_stem,classifier,,,spnasnet_100,,,,
ssl_resnet18,https://dl.fbaipublicfiles.com/semiweaksupervision/model_files/semi_supervised_resnet18-d92f0530.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bilinear,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv1,fc,,,ssl_resnet18,,,,
ssl_resnet50,https://dl.fbaipublicfiles.com/semiweaksupervision/model_files/semi_supervised_resnet50-08389792.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bilinear,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv1,fc,,,ssl_resnet50,,,,
ssl_resnext50_32x4d,https://dl.fbaipublicfiles.com/semiweaksupervision/model_files/semi_supervised_resnext50_32x4-ddb3e555.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bilinear,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv1,fc,,,ssl_resnext50_32x4d,,,,
ssl_resnext101_32x4d,https://dl.fbaipublicfiles.com/semiweaksupervision/model_files/semi_supervised_resnext101_32x4-dc43570a.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bilinear,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv1,fc,,,ssl_resnext101_32x4d,,,,
ssl_resnext101_32x8d,https://dl.fbaipublicfiles.com/semiweaksupervision/model_files/semi_supervised_resnext101_32x8-2cfe2f8b.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bilinear,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv1,fc,,,ssl_resnext101_32x8d,,,,
ssl_resnext101_32x16d,https://dl.fbaipublicfiles.com/semiweaksupervision/model_files/semi_supervised_resnext101_32x16-15fffa57.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bilinear,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv1,fc,,,ssl_resnext101_32x16d,,,,
swin_base_patch4_window7_224,https://github.com/SwinTransformer/storage/releases/download/v1.0.0/swin_base_patch4_window7_224_22kto1k.pth,1000,"(3, 224, 224)",,0.9,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",patch_embed.proj,head,,,swin_base_patch4_window7_224,,True,,
swin_base_patch4_window7_224_in22k,https://github.com/SwinTransformer/storage/releases/download/v1.0.0/swin_base_patch4_window7_224_22k.pth,21841,"(3, 224, 224)",,0.9,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",patch_embed.proj,head,,,swin_base_patch4_window7_224_in22k,,True,,
swin_base_patch4_window12_384,https://github.com/SwinTransformer/storage/releases/download/v1.0.0/swin_base_patch4_window12_384_22kto1k.pth,1000,"(3, 384, 384)",,1.0,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",patch_embed.proj,head,,,swin_base_patch4_window12_384,,True,,
swin_base_patch4_window12_384_in22k,https://github.com/SwinTransformer/storage/releases/download/v1.0.0/swin_base_patch4_window12_384_22k.pth,21841,"(3, 384, 384)",,1.0,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",patch_embed.proj,head,,,swin_base_patch4_window12_384_in22k,,True,,
swin_large_patch4_window7_224,https://github.com/SwinTransformer/storage/releases/download/v1.0.0/swin_large_patch4_window7_224_22kto1k.pth,1000,"(3, 224, 224)",,0.9,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",patch_embed.proj,head,,,swin_large_patch4_window7_224,,True,,
swin_large_patch4_window7_224_in22k,https://github.com/SwinTransformer/storage/releases/download/v1.0.0/swin_large_patch4_window7_224_22k.pth,21841,"(3, 224, 224)",,0.9,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",patch_embed.proj,head,,,swin_large_patch4_window7_224_in22k,,True,,
swin_large_patch4_window12_384,https://github.com/SwinTransformer/storage/releases/download/v1.0.0/swin_large_patch4_window12_384_22kto1k.pth,1000,"(3, 384, 384)",,1.0,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",patch_embed.proj,head,,,swin_large_patch4_window12_384,,True,,
swin_large_patch4_window12_384_in22k,https://github.com/SwinTransformer/storage/releases/download/v1.0.0/swin_large_patch4_window12_384_22k.pth,21841,"(3, 384, 384)",,1.0,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",patch_embed.proj,head,,,swin_large_patch4_window12_384_in22k,,True,,
swin_small_patch4_window7_224,https://github.com/SwinTransformer/storage/releases/download/v1.0.0/swin_small_patch4_window7_224.pth,1000,"(3, 224, 224)",,0.9,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",patch_embed.proj,head,,,swin_small_patch4_window7_224,,True,,
swin_tiny_patch4_window7_224,https://github.com/SwinTransformer/storage/releases/download/v1.0.0/swin_tiny_patch4_window7_224.pth,1000,"(3, 224, 224)",,0.9,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",patch_embed.proj,head,,,swin_tiny_patch4_window7_224,,True,,
swinnet26t_256,,1000,"(3, 256, 256)","(8, 8)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",stem.conv1.conv,head.fc,,,swinnet26t_256,"(3, 224, 224)",True,,
swinnet50ts_256,,1000,"(3, 256, 256)","(8, 8)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",stem.conv1.conv,head.fc,,,swinnet50ts_256,"(3, 224, 224)",True,,
swsl_resnet18,https://dl.fbaipublicfiles.com/semiweaksupervision/model_files/semi_weakly_supervised_resnet18-118f1556.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bilinear,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv1,fc,,,swsl_resnet18,,,,
swsl_resnet50,https://dl.fbaipublicfiles.com/semiweaksupervision/model_files/semi_weakly_supervised_resnet50-16a12f1b.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bilinear,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv1,fc,,,swsl_resnet50,,,,
swsl_resnext50_32x4d,https://dl.fbaipublicfiles.com/semiweaksupervision/model_files/semi_weakly_supervised_resnext50_32x4-72679e44.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bilinear,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv1,fc,,,swsl_resnext50_32x4d,,,,
swsl_resnext101_32x4d,https://dl.fbaipublicfiles.com/semiweaksupervision/model_files/semi_weakly_supervised_resnext101_32x4-3f87e46b.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bilinear,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv1,fc,,,swsl_resnext101_32x4d,,,,
swsl_resnext101_32x8d,https://dl.fbaipublicfiles.com/semiweaksupervision/model_files/semi_weakly_supervised_resnext101_32x8-b4712904.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bilinear,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv1,fc,,,swsl_resnext101_32x8d,,,,
swsl_resnext101_32x16d,https://dl.fbaipublicfiles.com/semiweaksupervision/model_files/semi_weakly_supervised_resnext101_32x16-f3559a9c.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bilinear,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv1,fc,,,swsl_resnext101_32x16d,,,,
tf_efficientnet_b0,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficientnet_b0_aa-827b6e33.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv_stem,classifier,,,tf_efficientnet_b0,,,,
tf_efficientnet_b0_ap,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficientnet_b0_ap-f262efe1.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",conv_stem,classifier,,,tf_efficientnet_b0_ap,,,,
tf_efficientnet_b0_ns,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficientnet_b0_ns-c0e6a31c.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv_stem,classifier,,,tf_efficientnet_b0_ns,,,,
tf_efficientnet_b1,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficientnet_b1_aa-ea7a6ee0.pth,1000,"(3, 240, 240)","(8, 8)",0.882,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv_stem,classifier,,,tf_efficientnet_b1,,,,
tf_efficientnet_b1_ap,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficientnet_b1_ap-44ef0a3d.pth,1000,"(3, 240, 240)","(8, 8)",0.882,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",conv_stem,classifier,,,tf_efficientnet_b1_ap,,,,
tf_efficientnet_b1_ns,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficientnet_b1_ns-99dd0c41.pth,1000,"(3, 240, 240)","(8, 8)",0.882,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv_stem,classifier,,,tf_efficientnet_b1_ns,,,,
tf_efficientnet_b2,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficientnet_b2_aa-60c94f97.pth,1000,"(3, 260, 260)","(9, 9)",0.89,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv_stem,classifier,,,tf_efficientnet_b2,,,,
tf_efficientnet_b2_ap,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficientnet_b2_ap-2f8e7636.pth,1000,"(3, 260, 260)","(9, 9)",0.89,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",conv_stem,classifier,,,tf_efficientnet_b2_ap,,,,
tf_efficientnet_b2_ns,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficientnet_b2_ns-00306e48.pth,1000,"(3, 260, 260)","(9, 9)",0.89,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv_stem,classifier,,,tf_efficientnet_b2_ns,,,,
tf_efficientnet_b3,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficientnet_b3_aa-84b4657e.pth,1000,"(3, 300, 300)","(10, 10)",0.904,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv_stem,classifier,,,tf_efficientnet_b3,,,,
tf_efficientnet_b3_ap,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficientnet_b3_ap-aad25bdd.pth,1000,"(3, 300, 300)","(10, 10)",0.904,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",conv_stem,classifier,,,tf_efficientnet_b3_ap,,,,
tf_efficientnet_b3_ns,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficientnet_b3_ns-9d44bf68.pth,1000,"(3, 300, 300)","(10, 10)",0.904,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv_stem,classifier,,,tf_efficientnet_b3_ns,,,,
tf_efficientnet_b4,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficientnet_b4_aa-818f208c.pth,1000,"(3, 380, 380)","(12, 12)",0.922,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv_stem,classifier,,,tf_efficientnet_b4,,,,
tf_efficientnet_b4_ap,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficientnet_b4_ap-dedb23e6.pth,1000,"(3, 380, 380)","(12, 12)",0.922,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",conv_stem,classifier,,,tf_efficientnet_b4_ap,,,,
tf_efficientnet_b4_ns,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficientnet_b4_ns-d6313a46.pth,1000,"(3, 380, 380)","(12, 12)",0.922,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv_stem,classifier,,,tf_efficientnet_b4_ns,,,,
tf_efficientnet_b5,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficientnet_b5_ra-9a3e5369.pth,1000,"(3, 456, 456)","(15, 15)",0.934,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv_stem,classifier,,,tf_efficientnet_b5,,,,
tf_efficientnet_b5_ap,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficientnet_b5_ap-9e82fae8.pth,1000,"(3, 456, 456)","(15, 15)",0.934,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",conv_stem,classifier,,,tf_efficientnet_b5_ap,,,,
tf_efficientnet_b5_ns,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficientnet_b5_ns-6f26d0cf.pth,1000,"(3, 456, 456)","(15, 15)",0.934,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv_stem,classifier,,,tf_efficientnet_b5_ns,,,,
tf_efficientnet_b6,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficientnet_b6_aa-80ba17e4.pth,1000,"(3, 528, 528)","(17, 17)",0.942,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv_stem,classifier,,,tf_efficientnet_b6,,,,
tf_efficientnet_b6_ap,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficientnet_b6_ap-4ffb161f.pth,1000,"(3, 528, 528)","(17, 17)",0.942,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",conv_stem,classifier,,,tf_efficientnet_b6_ap,,,,
tf_efficientnet_b6_ns,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficientnet_b6_ns-51548356.pth,1000,"(3, 528, 528)","(17, 17)",0.942,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv_stem,classifier,,,tf_efficientnet_b6_ns,,,,
tf_efficientnet_b7,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficientnet_b7_ra-6c08e654.pth,1000,"(3, 600, 600)","(19, 19)",0.949,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv_stem,classifier,,,tf_efficientnet_b7,,,,
tf_efficientnet_b7_ap,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficientnet_b7_ap-ddb28fec.pth,1000,"(3, 600, 600)","(19, 19)",0.949,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",conv_stem,classifier,,,tf_efficientnet_b7_ap,,,,
tf_efficientnet_b7_ns,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficientnet_b7_ns-1dbc32de.pth,1000,"(3, 600, 600)","(19, 19)",0.949,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv_stem,classifier,,,tf_efficientnet_b7_ns,,,,
tf_efficientnet_b8,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficientnet_b8_ra-572d5dd9.pth,1000,"(3, 672, 672)","(21, 21)",0.954,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv_stem,classifier,,,tf_efficientnet_b8,,,,
tf_efficientnet_b8_ap,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficientnet_b8_ap-00e169fa.pth,1000,"(3, 672, 672)","(21, 21)",0.954,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",conv_stem,classifier,,,tf_efficientnet_b8_ap,,,,
tf_efficientnet_cc_b0_4e,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficientnet_cc_b0_4e-4362b6b2.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",conv_stem,classifier,,,tf_efficientnet_cc_b0_4e,,,,
tf_efficientnet_cc_b0_8e,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficientnet_cc_b0_8e-66184a25.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",conv_stem,classifier,,,tf_efficientnet_cc_b0_8e,,,,
tf_efficientnet_cc_b1_8e,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficientnet_cc_b1_8e-f7c79ae1.pth,1000,"(3, 240, 240)","(8, 8)",0.882,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",conv_stem,classifier,,,tf_efficientnet_cc_b1_8e,,,,
tf_efficientnet_el,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficientnet_el-5143854e.pth,1000,"(3, 300, 300)","(10, 10)",0.904,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",conv_stem,classifier,,,tf_efficientnet_el,,,,
tf_efficientnet_em,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficientnet_em-e78cfe58.pth,1000,"(3, 240, 240)","(8, 8)",0.882,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",conv_stem,classifier,,,tf_efficientnet_em,,,,
tf_efficientnet_es,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficientnet_es-ca1afbfe.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",conv_stem,classifier,,,tf_efficientnet_es,,,,
tf_efficientnet_l2_ns,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficientnet_l2_ns-df73bb44.pth,1000,"(3, 800, 800)","(25, 25)",0.96,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv_stem,classifier,,,tf_efficientnet_l2_ns,,,,
tf_efficientnet_l2_ns_475,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficientnet_l2_ns_475-bebbd00a.pth,1000,"(3, 475, 475)","(15, 15)",0.936,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv_stem,classifier,,,tf_efficientnet_l2_ns_475,,,,
tf_efficientnet_lite0,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficientnet_lite0-0aa007d2.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",conv_stem,classifier,,,tf_efficientnet_lite0,,,,
